"","participant_id","structure_condition","load_condition","method","statistic","N","mean","sd","p.value","p.approx","is.unique.max","alternative","z_score","time"
"171","19","partial","load","pearson",0.730987985088287,36,-0.00292395194035315,0.198006097116486,0.000999000999000999,0.000105066721700491,TRUE,"greater",3.70651180805247,"input"
"172","20","unstructured","load","pearson",0.542456401818735,36,0.00635448927844804,0.203739190211019,0.012987012987013,0.00425276261288593,FALSE,"greater",2.63131463311026,"input"
"173","21","structured","no load","pearson",0.838548160233883,36,0.00328842415777993,0.196017476452788,0.000999000999000999,0.0000101689144282425,TRUE,"greater",4.26114931786341,"input"
"174","22","partial","no load","pearson",0.79211803438134,36,0.000363054099091448,0.192628142398626,0.000999000999000999,0.0000197592574134191,TRUE,"greater",4.11027677691966,"input"
"175","23","partial","load","pearson",0.736715639167403,36,-0.00543532427119062,0.196311171361924,0.000999000999000999,0.000078262335964903,TRUE,"greater",3.78048257921271,"input"
"176","24","unstructured","load","pearson",0.584569039191837,36,-0.0052761103024494,0.198509097875199,0.003996003996004,0.00148234331912614,FALSE,"greater",2.97137590069105,"input"
"177","25","unstructured","load","pearson",0.537475125419997,36,0.00781517885070158,0.191939900310811,0.00599400599400599,0.00289441166654751,FALSE,"greater",2.75950933449277,"input"
"178","26","partial","load","pearson",0.79211803438134,36,-0.000924137706778229,0.193611552200699,0.000999000999000999,0.0000210131597996723,TRUE,"greater",4.09604779815022,"input"
"179","27","structured","no load","pearson",0.754731908139941,36,0.00469610965064852,0.177516565361299,0.000999000999000999,0.0000119385812787718,TRUE,"greater",4.2251594771606,"input"
"180","28","unstructured","no load","pearson",0.425897176647004,36,-0.0058363687170145,0.18231097890222,0.00999000999000999,0.00893946473569999,FALSE,"greater",2.3681159958862,"input"
"181","29","partial","load","pearson",0.766406315720779,36,-0.00668863693719953,0.181137761271529,0.000999000999000999,0.00000986191343159809,TRUE,"greater",4.26799441061378,"input"
"182","30","unstructured","load","pearson",0.626511076543949,36,-0.00414461173713689,0.192013644880945,0.000999000999000999,0.000510941446047326,TRUE,"greater",3.28443162813827,"input"
"183","31","partial","load","pearson",0.680413817439772,36,-0.00598764159346999,0.181236121446311,0.000999000999000999,0.0000761366244182548,TRUE,"greater",3.78733253368909,"input"
"184","32","structured","load","pearson",0.904534033733291,36,0.00455617142917509,0.185089622566002,0.000999000999000999,0.000000579885227163963,TRUE,"greater",4.86238963496285,"input"
"185","33","partial","no load","pearson",0.640126264502748,36,-0.0118928721773405,0.173600915974472,0.000999000999000999,0.0000863768015067352,TRUE,"greater",3.75585078581018,"input"
"186","34","partial","no load","pearson",0.68383685937623,36,0.00603019775995403,0.187066297329845,0.000999000999000999,0.000145405961673176,TRUE,"greater",3.62334996357538,"input"
"187","35","partial","no load","pearson",0.69639783161621,36,0.00553952820603803,0.179334305300427,0.000999000999000999,0.000058495097767625,TRUE,"greater",3.8523488423078,"input"
"188","36","partial","load","pearson",0.720669091519582,36,-0.015053976578409,0.191689126257416,0.000999000999000999,0.0000619936352734967,TRUE,"greater",3.83810538689608,"input"
"189","37","structured","no load","pearson",0.904534033733291,36,0.00770528991698729,0.190867708399023,0.001998001998002,0.00000130915916051343,FALSE,"greater",4.69869288702004,"input"
"190","38","partial","no load","pearson",0.741164641601675,36,-0.010698550478772,0.197105717187148,0.000999000999000999,0.000068224655688467,TRUE,"greater",3.81451742146357,"input"
"191","39","unstructured","no load","pearson",0.573453910494092,36,-0.00340972595428919,0.184113666285454,0.001998001998002,0.00086457873022212,FALSE,"greater",3.13319292416891,"input"
"192","40","structured","load","pearson",0.904534033733291,36,0.000938035294241931,0.19071495122068,0.000999000999000999,0.00000107950848746444,TRUE,"greater",4.73794001285973,"input"
"193","41","partial","load","pearson",0.680413817439772,36,-0.00000000000000000114638116707755,0.182944400950191,0.000999000999000999,0.0000999122429260965,TRUE,"greater",3.71923827078492,"input"
"194","42","structured","no load","pearson",0.838548160233883,36,0.00654396407398207,0.190308271114241,0.000999000999000999,0.00000615916932256823,TRUE,"greater",4.37187617379202,"input"
"195","43","partial","no load","pearson",0.642634071688571,36,-0.000362511527619194,0.182272943626435,0.000999000999000999,0.000209626838320455,TRUE,"greater",3.52765786530557,"input"
"196","44","structured","load","pearson",0.754731908139941,36,-0.00687644627416391,0.179439952593847,0.000999000999000999,0.0000109607462508142,TRUE,"greater",4.24436332826037,"input"
"197","45","unstructured","load","pearson",0.511458893143379,36,-0.00762538713413765,0.186479517121097,0.00699300699300699,0.00268796898219472,FALSE,"greater",2.78359944454613,"input"
"198","46","structured","no load","pearson",0.838548160233883,36,-0.00236766539360155,0.194912164933011,0.000999000999000999,0.00000800430430057997,TRUE,"greater",4.3143321809416,"input"
"199","48","structured","load","pearson",0.904534033733291,36,-0.00757128487495273,0.192467380097816,0.000999000999000999,0.00000107381132928967,TRUE,"greater",4.73901249211525,"input"
"200","49","partial","no load","pearson",0.741164641601675,36,0.000322245496348554,0.19560260417188,0.000999000999000999,0.0000760892038548453,TRUE,"greater",3.78748738669314,"input"
"201","50","partial","no load","pearson",0.765366751035449,36,-0.00693715395619365,0.194641412871766,0.000999000999000999,0.0000362651236899168,TRUE,"greater",3.96782932057965,"input"
"202","51","partial","load","pearson",0.64789462249695,36,-0.0108778097145541,0.185594149184362,0.000999000999000999,0.000192958039625565,TRUE,"greater",3.54953232688981,"input"
"203","52","structured","no load","pearson",0.762492851663023,36,0.004371625682868,0.186015501650864,0.000999000999000999,0.0000229498103458377,TRUE,"greater",4.07558090187068,"input"
"204","53","structured","no load","pearson",0.838548160233883,36,-0.0127262014906083,0.189926320252681,0.000999000999000999,0.00000369509376715395,TRUE,"greater",4.48212949417406,"input"
"205","54","partial","load","pearson",0.720669091519582,36,0.0064700069549758,0.188627357365064,0.000999000999000999,0.0000764546350082035,TRUE,"greater",3.7862964022889,"input"
"206","55","partial","load","pearson",0.730987985088287,36,0.00962997215138048,0.185230291167013,0.000999000999000999,0.000049224151294268,TRUE,"greater",3.89438470561219,"input"
"207","56","partial","load","pearson",0.686529654943617,36,-0.00047897417786764,0.186514217403925,0.000999000999000999,0.000115066564342849,TRUE,"greater",3.68341158483197,"input"
"208","57","partial","no load","pearson",0.61547037097215,36,0.0044378653064834,0.184830791815474,0.002997002997003,0.000473355769391564,FALSE,"greater",3.30590211546402,"input"
"209","58","structured","no load","pearson",0.904534033733291,36,0.000134005042034561,0.192242694399153,0.000999000999000999,0.0000012726301376055,TRUE,"greater",4.70447020896125,"input"
"210","59","unstructured","load","pearson",0.617783117224416,36,0.00250452615090979,0.194494325641576,0.001998001998002,0.000779479695405113,FALSE,"greater",3.16347836392601,"input"
"211","60","partial","load","pearson",0.765366751035449,36,-0.000944495139575661,0.189047359442759,0.000999000999000999,0.0000252240631710458,TRUE,"greater",4.05354112553501,"input"
"212","61","unstructured","load","pearson",0.617783117224416,36,0.00738000372468086,0.194852080762371,0.002997002997003,0.000866183313510312,FALSE,"greater",3.13264867950856,"input"
"213","62","partial","no load","pearson",0.716305858843944,36,0.0119903372023878,0.189859151783486,0.001998001998002,0.000103763226739669,FALSE,"greater",3.70967380305562,"input"
"214","63","structured","load","pearson",0.754731908139941,36,-0.0045954787295632,0.18186291997089,0.000999000999000999,0.0000148814284538546,TRUE,"greater",4.17527326071223,"input"
"215","64","unstructured","no load","pearson",0.550995753200154,36,-0.00771394054480216,0.189341846569433,0.00599400599400599,0.00158476653987411,FALSE,"greater",2.95079880051806,"input"
"216","65","unstructured","no load","pearson",0.584389435212285,36,0.00237095142286127,0.196687513241782,0.003996003996004,0.00154268301764594,FALSE,"greater",2.95910235579604,"input"
"217","66","structured","load","pearson",0.838548160233883,36,-0.00312400294989094,0.193575167222892,0.000999000999000999,0.00000686804363252454,TRUE,"greater",4.34803789793259,"input"
"218","68","partial","load","pearson",0.839417847341343,36,-0.00621169207032594,0.194130917376397,0.000999000999000999,0.00000662377669230801,TRUE,"greater",4.35597560058964,"input"
"219","69","structured","no load","pearson",0.838548160233883,36,0.000394610898933593,0.191440937630829,0.000999000999000999,0.00000598506331642536,TRUE,"greater",4.37813123832077,"input"
"220","70","unstructured","no load","pearson",0.604451419169448,36,0.00570354159626556,0.195480803590995,0.001998001998002,0.0010958343135915,FALSE,"greater",3.06294974531588,"input"
"221","72","structured","no load","pearson",0.816496580927726,36,-0.000544331053951818,0.184532583834723,0.000999000999000999,0.00000476383823355154,TRUE,"greater",4.42762408135716,"input"
"222","73","structured","no load","pearson",0.904534033733291,36,0.0017420655464493,0.191344460304566,0.000999000999000999,0.00000118999181713252,TRUE,"greater",4.71815053725544,"input"
"223","75","unstructured","no load","pearson",0.596485008511555,36,0.00507864378675553,0.179058746597203,0.001998001998002,0.00047851703271058,FALSE,"greater",3.30286219446841,"input"
"224","76","unstructured","no load","pearson",0.504901708326713,36,-0.00031338726723727,0.180520938928672,0.001998001998002,0.00256582893231962,FALSE,"greater",2.79865094095025,"input"
"225","77","unstructured","no load","pearson",0.542456401818735,36,0.00173586048581995,0.196042671757963,0.00799200799200799,0.00290622885111546,FALSE,"greater",2.75817778080732,"input"
"226","78","partial","load","pearson",0.607701671730115,36,0.00295638651111948,0.174470133468363,0.000999000999000999,0.000263952624191823,TRUE,"greater",3.46618228115619,"input"
"227","79","unstructured","load","pearson",0.573453910494092,36,0.000000000000000000113678597785105,0.192820188198452,0.00699300699300699,0.00146955967828121,FALSE,"greater",2.97403459592046,"input"
"228","80","partial","no load","pearson",0.68383685937623,36,-0.00410302115625738,0.188964975241838,0.000999000999000999,0.000136018515797027,TRUE,"greater",3.64056820398627,"input"
"229","81","partial","load","pearson",0.706322414022017,36,0.00552501088301666,0.184332100394304,0.000999000999000999,0.0000718186327184444,TRUE,"greater",3.80181965940781,"input"
"230","82","unstructured","no load","pearson",0.573453910494092,36,-0.000867930242909976,0.190741957714968,0.002997002997003,0.00130199358193025,FALSE,"greater",3.01098849784916,"input"
"231","83","partial","load","pearson",0.710417052092689,36,-0.0129812570427846,0.187826124384444,0.001998001998002,0.0000587161483667325,FALSE,"greater",3.85142541542738,"input"
"232","84","partial","no load","pearson",0.765366751035449,36,-0.000293119181247618,0.203128064725685,0.000999000999000999,0.0000818380723149108,TRUE,"greater",3.76934556655519,"input"
"233","85","unstructured","no load","pearson",0.433738437607349,36,0.0128836380355961,0.179974414174625,0.00999000999000999,0.00968287527710936,FALSE,"greater",2.33841461022014,"input"
"234","86","partial","no load","pearson",0.741164641601675,36,-0.000322245496348555,0.194103584827721,0.002997002997003,0.0000667102387048811,FALSE,"greater",3.82005766537563,"input"
"235","87","unstructured","no load","pearson",0.474772300796771,36,0.00825121515867492,0.177126047878485,0.004995004995005,0.00422130408116569,FALSE,"greater",2.63383670118438,"input"
"236","88","structured","load","pearson",0.838548160233883,36,-0.00963508278229521,0.191022900373331,0.000999000999000999,0.00000449339827474075,TRUE,"greater",4.4402175935896,"input"
"237","89","structured","no load","pearson",0.904534033733291,36,0.00991637311055756,0.19720560474888,0.000999000999000999,0.00000286015699527498,TRUE,"greater",4.53647177909538,"input"
"238","90","partial","no load","pearson",0.765366751035449,36,-0.00442935651663069,0.191553534031601,0.001998001998002,0.0000292601136181636,FALSE,"greater",4.0186995841334,"input"
"239","91","structured","load","pearson",0.904534033733291,36,-0.00214408067255299,0.193651535763046,0.000999000999000999,0.00000142038928369083,TRUE,"greater",4.68200838600765,"input"
"240","92","structured","load","pearson",0.754731908139941,36,-0.0052663515367987,0.173580249737346,0.001998001998002,0.0000059785586360908,FALSE,"greater",4.37836828110764,"input"
"241","93","unstructured","load","pearson",0.542456401818735,36,-0.0127399760655714,0.184064499393311,0.00599400599400599,0.00127933953617941,FALSE,"greater",3.01631427958281,"input"
"242","94","structured","load","pearson",0.904534033733291,36,-0.000938035294241932,0.190219482939116,0.000999000999000999,0.000000967275961922587,TRUE,"greater",4.76014367738215,"input"
"243","95","partial","load","pearson",0.765366751035449,36,-0.0076862363082709,0.183226493650767,0.000999000999000999,0.0000122633537886724,TRUE,"greater",4.21911139563242,"input"
"244","96","structured","load","pearson",0.904534033733291,36,0.0066332495807108,0.189110567070223,0.000999000999000999,0.00000102708784533225,TRUE,"greater",4.74802015595014,"input"
"245","97","unstructured","load","pearson",0.617783117224416,36,-0.00397384815944354,0.193923763506387,0.004995004995005,0.000672519285998058,FALSE,"greater",3.20619275400655,"input"
"246","98","unstructured","no load","pearson",0.651176799236546,36,0.00250452615090979,0.195341889940522,0.001998001998002,0.000448956211021571,FALSE,"greater",3.32070235054624,"input"
"247","99","partial","load","pearson",0.596231565735349,36,0.0000322287332829914,0.175579106152907,0.000999000999000999,0.000342370939830079,TRUE,"greater",3.39561665431223,"input"
"248","100","unstructured","no load","pearson",0.460145577994628,36,0.0118956153126019,0.186541512460949,0.017982017982018,0.00813170126111285,FALSE,"greater",2.40295018930901,"input"
"249","101","structured","load","pearson",0.904534033733291,36,-0.0052261966393479,0.191797102273338,0.000999000999000999,0.00000105107807343367,TRUE,"greater",4.74334710790416,"input"
"250","102","unstructured","no load","pearson",0.460145577994628,36,-0.00337440090529394,0.180347858906756,0.000999000999000999,0.00508281154325067,TRUE,"greater",2.5701440633103,"input"
"251","103","partial","no load","pearson",0.623302291930999,36,-0.000000000000000000969087006821856,0.186019315021424,0.000999000999000999,0.000402980207504826,TRUE,"greater",3.35073963614591,"input"
"252","104","unstructured","no load","pearson",0.542456401818735,36,-0.00867930242909977,0.184634544549908,0.004995004995005,0.00141785173305247,FALSE,"greater",2.98500860492473,"input"
"253","105","partial","load","pearson",0.651176799236546,36,0.00584389435212285,0.180048766573162,0.001998001998002,0.000169048858300237,FALSE,"greater",3.58421175088804,"input"
"254","106","unstructured","no load","pearson",0.524613240300366,36,0.00188860766508132,0.191414936973135,0.011988011988012,0.00315860327389707,FALSE,"greater",2.7308455698452,"input"
"255","107","unstructured","load","pearson",0.573453910494092,36,0.00334773093693848,0.193065287570285,0.004995004995005,0.00157392212183083,FALSE,"greater",2.95291912249947,"input"
"256","108","unstructured","load","pearson",0.539722515797521,36,0.00184550279595281,0.180080938782555,0.000999000999000999,0.00140928204766262,TRUE,"greater",2.98686255545929,"input"
"257","109","unstructured","load","pearson",0.584569039191837,36,-0.00200851926286426,0.192435507624422,0.00699300699300699,0.00115116997131027,FALSE,"greater",3.04817736443698,"input"
"258","110","structured","load","pearson",0.838548160233883,36,-0.00473533078720311,0.197199164251342,0.000999000999000999,0.00000950110319501429,TRUE,"greater",4.27630357472648,"input"
"259","111","structured","no load","pearson",0.816496580927726,36,0.00102062072615966,0.181555711464151,0.000999000999000999,0.00000353447492372983,TRUE,"greater",4.49160179883729,"input"
"260","113","structured","load","pearson",0.904534033733291,36,-0.00515919411833062,0.188370947347518,0.000999000999000999,0.000000685189588177959,TRUE,"greater",4.82926502553159,"input"
"261","114","structured","no load","pearson",0.904534033733291,36,0.00743727983291817,0.196126888623322,0.000999000999000999,0.00000239177894760757,TRUE,"greater",4.57406304763912,"input"
"262","115","unstructured","no load","pearson",0.573453910494092,36,0.00979521274141259,0.189383036819805,0.003996003996004,0.00145879765708755,FALSE,"greater",2.97628925598544,"input"
"263","116","partial","no load","pearson",0.680785157895181,36,-0.0046492644929427,0.185886742800188,0.001998001998002,0.000113288961988166,FALSE,"greater",3.68737658244357,"input"
"264","117","partial","no load","pearson",0.642634071688571,36,-0.00411944917749084,0.183995970120039,0.000999000999000999,0.000219842411247632,TRUE,"greater",3.51504177207859,"input"
"265","118","partial","no load","pearson",0.623302291930999,36,0.00134249724415907,0.177725522447962,0.000999000999000999,0.000233019918926944,TRUE,"greater",3.49955249037994,"input"
"266","119","unstructured","no load","pearson",0.497995983919549,36,-0.0016706962041172,0.18564950586886,0.00599400599400599,0.00355708983537941,FALSE,"greater",2.691451710497,"input"
"267","120","structured","no load","pearson",0.904534033733291,36,0.0113234260519205,0.189172815847019,0.001998001998002,0.00000116961043896777,FALSE,"greater",4.72166470474118,"input"
"268","121","structured","load","pearson",0.754731908139941,36,0.00533343881752225,0.184688231719354,0.001998001998002,0.0000247854860957448,FALSE,"greater",4.05764061058951,"input"
"269","122","partial","no load","pearson",0.68383685937623,36,0.0110035567372357,0.190331970801941,0.001998001998002,0.000203847911543816,FALSE,"greater",3.53505141466298,"input"
"270","124","partial","no load","pearson",0.686529654943617,36,0.00587541658184305,0.195199887782177,0.000999000999000999,0.000244272034244138,TRUE,"greater",3.48696019293472,"input"
"271","125","unstructured","no load","pearson",0.562253530231749,36,0.00668278481646879,0.190856876689413,0.00999000999000999,0.00180178163491932,FALSE,"greater",2.91092862385764,"input"
"272","126","partial","no load","pearson",0.651176799236546,36,-0.00310561242712814,0.181659616520187,0.002997002997003,0.0001580749794955,FALSE,"greater",3.60169433469528,"input"
"273","127","structured","no load","pearson",0.754731908139941,36,-0.00171072565845053,0.189767507187453,0.000999000999000999,0.0000335763737692979,TRUE,"greater",3.9861546637232,"input"
"274","128","partial","load","pearson",0.630427828900591,36,-0.00139017418680643,0.180413519987253,0.001998001998002,0.000230842471390388,FALSE,"greater",3.50205463056226,"input"
"275","129","unstructured","load","pearson",0.484208389175893,36,-0.0117879697502821,0.178910668066889,0.00599400599400599,0.00278297502062727,FALSE,"greater",2.77231293295902,"input"
"276","130","unstructured","no load","pearson",0.562253530231749,36,-0.0003534165047171,0.191141284741597,0.00699300699300699,0.00162309706165603,FALSE,"greater",2.94340883758866,"input"
"277","131","unstructured","load","pearson",0.573453910494092,36,0.00151887792509246,0.189757102470755,0.003996003996004,0.00128897947553757,FALSE,"greater",3.01403755180729,"input"
"278","132","unstructured","no load","pearson",0.562253530231749,36,0.00546189143653699,0.192190450926918,0.002997002997003,0.00188325200325454,FALSE,"greater",2.89708274323648,"input"
"279","133","structured","no load","pearson",0.838548160233883,36,-0.00404476171406932,0.186332042726157,0.000999000999000999,0.00000306294766991011,TRUE,"greater",4.52199691271711,"input"
"280","134","structured","no load","pearson",0.816496580927726,36,-0.00619176573870192,0.190498342045346,0.000999000999000999,0.00000785069164324656,TRUE,"greater",4.31861158387717,"input"
"281","135","structured","load","pearson",0.762492851663023,36,-0.00643882852515442,0.188234930434297,0.001998001998002,0.0000220424478103443,FALSE,"greater",4.08495744341442,"input"
"282","136","structured","no load","pearson",0.838548160233883,36,0.00121671693837858,0.194244079427309,0.000999000999000999,0.00000813626703334563,TRUE,"greater",4.31071796764263,"input"
"283","137","structured","load","pearson",0.762492851663023,36,-0.00487995425064335,0.19472303491787,0.001998001998002,0.0000405979687743533,FALSE,"greater",3.94084247011315,"input"
"284","138","partial","no load","pearson",0.736715639167403,36,0.00166988878211278,0.20211559303595,0.001998001998002,0.000138044883162303,FALSE,"greater",3.63675923932572,"input"
"285","139","partial","no load","pearson",0.62693856692293,36,0.000000000000000000514455624910266,0.18531782851107,0.000999000999000999,0.000358434328155135,TRUE,"greater",3.38304507429235,"input"
"286","141","structured","load","pearson",0.838548160233883,36,-0.00325553991620213,0.195924125585455,0.000999000999000999,0.00000867266528641609,TRUE,"greater",4.29658010535778,"input"
"287","142","partial","load","pearson",0.619860286830385,36,-0.00502589421754366,0.186675241662119,0.000999000999000999,0.00040779236498713,TRUE,"greater",3.34745076789009,"input"
"288","143","structured","no load","pearson",0.816496580927726,36,0.00768867613706942,0.183453249929579,0.000999000999000999,0.00000519735046883204,TRUE,"greater",4.40879572916331,"input"
"289","144","partial","no load","pearson",0.741164641601675,36,0.000483368244522832,0.192633035874935,0.000999000999000999,0.0000602669680047196,TRUE,"greater",3.84503763849743,"input"
"290","145","unstructured","load","pearson",0.573453910494092,36,0.00474261882732951,0.197279347871026,0.00699300699300699,0.00197096603819949,FALSE,"greater",2.88277155112337,"input"
"291","146","structured","no load","pearson",0.754731908139941,36,-0.000268349122894203,0.177076759294376,0.000999000999000999,0.0000100539565667379,TRUE,"greater",4.26368914967383,"input"
"292","147","structured","load","pearson",0.838548160233883,36,0.00223612842729036,0.188200539939308,0.000999000999000999,0.00000442066589799732,TRUE,"greater",4.44372812148303,"input"
"293","148","structured","no load","pearson",0.904534033733291,36,-0.00388614621900229,0.183544599914451,0.000999000999000999,0.000000372374203368769,TRUE,"greater",4.94931575418564,"input"
"294","149","partial","no load","pearson",0.619860286830385,36,0.00117270865076019,0.179472725298246,0.001998001998002,0.000283160815102019,FALSE,"greater",3.44725125866059,"input"
"295","150","partial","load","pearson",0.710742315593533,36,-0.00595669750211723,0.181396358531814,0.000999000999000999,0.0000389108688819281,TRUE,"greater",3.95101102853702,"input"
"296","152","unstructured","no load","pearson",0.511458893143379,36,0.00654047433050018,0.181593022304015,0.001998001998002,0.0027138080779203,FALSE,"greater",2.78049460495,"input"
"297","153","unstructured","no load","pearson",0.573453910494092,36,0.00216982560727494,0.19743166593064,0.00599400599400599,0.00190439347496093,FALSE,"greater",2.89357880962984,"input"
"298","154","unstructured","load","pearson",0.517602071188024,36,0.00063447995823048,0.192820625652821,0.00799200799200799,0.0036692446127053,FALSE,"greater",2.68108035372009,"input"
"299","155","partial","load","pearson",0.741164641601675,36,-0.000676715542331964,0.181548374700765,0.000999000999000999,0.000021925629964028,TRUE,"greater",4.08619112325703,"input"
"300","156","structured","load","pearson",0.904534033733291,36,-0.00120604537831105,0.193195004385133,0.000999000999000999,0.00000137797935355361,TRUE,"greater",4.68821687182975,"input"
"301","157","partial","load","pearson",0.720669091519582,36,-0.0061497095809671,0.184632376645137,0.000999000999000999,0.0000413267684714255,TRUE,"greater",3.93657284982847,"input"
"302","158","unstructured","load","pearson",0.470080900855906,36,-0.00226335248560251,0.187647699339408,0.00799200799200799,0.00591480983724088,FALSE,"greater",2.51718648832009,"input"
"303","159","unstructured","load","pearson",0.562253530231749,36,-0.00700407254802979,0.187381248045838,0.004995004995005,0.00119090956847404,FALSE,"greater",3.037964624083,"input"
"304","160","structured","load","pearson",0.904534033733291,36,0.00422115882408869,0.190387461332333,0.000999000999000999,0.0000011290010457049,TRUE,"greater",4.72884542190334,"input"
